,ZIP,STATE,MSA No.,MSA NAME
5946,14267,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5947,14269,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5948,14270,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5949,14272,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5950,14273,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5951,14276,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5952,14280,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5953,14301,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5954,14302,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5955,14303,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5956,14304,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5957,14305,NY,15380,"Buffalo-Niagara Falls, NY MSA"
5958,14410,NY,40380,"Rochester, NY MSA"
5959,14411,NY,40380,"Rochester, NY MSA"
5960,14413,NY,40380,"Rochester, NY MSA"
5961,14414,NY,40380,"Rochester, NY MSA"
5962,14415,NY,99031,NY NONMETROPOLITAN AREA
5963,14416,NY,99031,NY NONMETROPOLITAN AREA
5964,14418,NY,99031,NY NONMETROPOLITAN AREA
5965,14420,NY,40380,"Rochester, NY MSA"
5966,14422,NY,99031,NY NONMETROPOLITAN AREA
5967,14423,NY,40380,"Rochester, NY MSA"
5970,ZIP CODE,STATE,MSA No.,MSA Name
5971,14424,NY,40380,"Rochester, NY MSA"
5972,14425,NY,40380,"Rochester, NY MSA"
5973,14427,NY,99031,NY NONMETROPOLITAN AREA
5974,14428,NY,40380,"Rochester, NY MSA"
5975,14429,NY,40380,"Rochester, NY MSA"
5976,14430,NY,40380,"Rochester, NY MSA"
5977,14432,NY,40380,"Rochester, NY MSA"
5978,14433,NY,40380,"Rochester, NY MSA"
5979,14435,NY,40380,"Rochester, NY MSA"
5980,14437,NY,40380,"Rochester, NY MSA"
5981,14441,NY,99031,NY NONMETROPOLITAN AREA
5982,14443,NY,40380,"Rochester, NY MSA"
5983,14445,NY,40380,"Rochester, NY MSA"
5984,14449,NY,40380,"Rochester, NY MSA"
5985,14450,NY,40380,"Rochester, NY MSA"
5986,14452,NY,40380,"Rochester, NY MSA"
5987,14453,NY,40380,"Rochester, NY MSA"
5988,14454,NY,40380,"Rochester, NY MSA"
5989,14456,NY,40380,"Rochester, NY MSA"
5990,14461,NY,40380,"Rochester, NY MSA"
5991,14462,NY,40380,"Rochester, NY MSA"
5992,14463,NY,40380,"Rochester, NY MSA"
5993,14464,NY,40380,"Rochester, NY MSA"
5994,14466,NY,40380,"Rochester, NY MSA"
5995,14467,NY,40380,"Rochester, NY MSA"
5996,14468,NY,40380,"Rochester, NY MSA"
5997,14469,NY,40380,"Rochester, NY MSA"
5998,14470,NY,40380,"Rochester, NY MSA"
5999,14471,NY,40380,"Rochester, NY MSA"
6000,14472,NY,40380,"Rochester, NY MSA"
6001,14475,NY,40380,"Rochester, NY MSA"
6002,14476,NY,40380,"Rochester, NY MSA"
6003,14477,NY,40380,"Rochester, NY MSA"
6004,14478,NY,99031,NY NONMETROPOLITAN AREA
6005,14479,NY,40380,"Rochester, NY MSA"
6006,14480,NY,40380,"Rochester, NY MSA"
6007,14481,NY,40380,"Rochester, NY MSA"
6008,14482,NY,99031,NY NONMETROPOLITAN AREA
6009,14485,NY,40380,"Rochester, NY MSA"
6010,14486,NY,99031,NY NONMETROPOLITAN AREA
6011,14487,NY,40380,"Rochester, NY MSA"
6012,14488,NY,40380,"Rochester, NY MSA"
6013,14489,NY,40380,"Rochester, NY MSA"
6014,14502,NY,40380,"Rochester, NY MSA"
6015,14504,NY,40380,"Rochester, NY MSA"
6016,14505,NY,40380,"Rochester, NY MSA"
6017,14506,NY,40380,"Rochester, NY MSA"
6018,14507,NY,99031,NY NONMETROPOLITAN AREA
6019,14508,NY,40380,"Rochester, NY MSA"
6020,14510,NY,40380,"Rochester, NY MSA"
6021,14511,NY,40380,"Rochester, NY MSA"
6022,14512,NY,40380,"Rochester, NY MSA"
6023,14513,NY,40380,"Rochester, NY MSA"
6024,14514,NY,40380,"Rochester, NY MSA"
6025,14515,NY,40380,"Rochester, NY MSA"
6026,14516,NY,40380,"Rochester, NY MSA"
6027,14517,NY,40380,"Rochester, NY MSA"
6028,14518,NY,40380,"Rochester, NY MSA"
6029,14519,NY,40380,"Rochester, NY MSA"
6030,14520,NY,40380,"Rochester, NY MSA"
6031,14521,NY,99031,NY NONMETROPOLITAN AREA
6032,14522,NY,40380,"Rochester, NY MSA"
6033,14525,NY,99031,NY NONMETROPOLITAN AREA
6036,ZIP CODE,STATE,MSA No.,MSA Name
6037,14526,NY,40380,"Rochester, NY MSA"
6038,14527,NY,99031,NY NONMETROPOLITAN AREA
6039,14529,NY,99031,NY NONMETROPOLITAN AREA
6040,14530,NY,99031,NY NONMETROPOLITAN AREA
6041,14532,NY,40380,"Rochester, NY MSA"
6042,14533,NY,40380,"Rochester, NY MSA"
6043,14534,NY,40380,"Rochester, NY MSA"
6044,14536,NY,99031,NY NONMETROPOLITAN AREA
6045,14537,NY,40380,"Rochester, NY MSA"
6046,14538,NY,40380,"Rochester, NY MSA"
6047,14539,NY,40380,"Rochester, NY MSA"
6048,14541,NY,99031,NY NONMETROPOLITAN AREA
6049,14542,NY,40380,"Rochester, NY MSA"
6050,14543,NY,40380,"Rochester, NY MSA"
6051,14544,NY,99031,NY NONMETROPOLITAN AREA
6052,14545,NY,40380,"Rochester, NY MSA"
6053,14546,NY,40380,"Rochester, NY MSA"
6054,14547,NY,40380,"Rochester, NY MSA"
6055,14548,NY,40380,"Rochester, NY MSA"
6056,14549,NY,99031,NY NONMETROPOLITAN AREA
6057,14550,NY,99031,NY NONMETROPOLITAN AREA
6058,14551,NY,40380,"Rochester, NY MSA"
6059,14555,NY,40380,"Rochester, NY MSA"
6060,14556,NY,40380,"Rochester, NY MSA"
6061,14557,NY,99031,NY NONMETROPOLITAN AREA
6062,14558,NY,40380,"Rochester, NY MSA"
6063,14559,NY,40380,"Rochester, NY MSA"
6064,14560,NY,40380,"Rochester, NY MSA"
6065,14561,NY,40380,"Rochester, NY MSA"
6066,14563,NY,40380,"Rochester, NY MSA"
6067,14564,NY,40380,"Rochester, NY MSA"
6068,14568,NY,40380,"Rochester, NY MSA"
6069,14569,NY,99031,NY NONMETROPOLITAN AREA
6070,14571,NY,40380,"Rochester, NY MSA"
6071,14572,NY,99031,NY NONMETROPOLITAN AREA
6072,14580,NY,40380,"Rochester, NY MSA"
6073,14585,NY,40380,"Rochester, NY MSA"
6074,14586,NY,40380,"Rochester, NY MSA"
6075,14588,NY,99031,NY NONMETROPOLITAN AREA
6076,14589,NY,40380,"Rochester, NY MSA"
6077,14590,NY,40380,"Rochester, NY MSA"
6078,14591,NY,99031,NY NONMETROPOLITAN AREA
6079,14592,NY,40380,"Rochester, NY MSA"
6080,14601,NY,40380,"Rochester, NY MSA"
6081,14602,NY,40380,"Rochester, NY MSA"
6082,14603,NY,40380,"Rochester, NY MSA"
6083,14604,NY,40380,"Rochester, NY MSA"
6084,14605,NY,40380,"Rochester, NY MSA"
6085,14606,NY,40380,"Rochester, NY MSA"
6086,14607,NY,40380,"Rochester, NY MSA"
6087,14608,NY,40380,"Rochester, NY MSA"
6088,14609,NY,40380,"Rochester, NY MSA"
6089,14610,NY,40380,"Rochester, NY MSA"
6090,14611,NY,40380,"Rochester, NY MSA"
6091,14612,NY,40380,"Rochester, NY MSA"
6092,14613,NY,40380,"Rochester, NY MSA"
6093,14614,NY,40380,"Rochester, NY MSA"
6094,14615,NY,40380,"Rochester, NY MSA"
6095,14616,NY,40380,"Rochester, NY MSA"
6096,14617,NY,40380,"Rochester, NY MSA"
6097,14618,NY,40380,"Rochester, NY MSA"
6098,14619,NY,40380,"Rochester, NY MSA"
6099,14620,NY,40380,"Rochester, NY MSA"
6102,ZIP CODE,STATE,MSA No.,MSA Name
6103,14621,NY,40380,"Rochester, NY MSA"
6104,14622,NY,40380,"Rochester, NY MSA"
6105,14623,NY,40380,"Rochester, NY MSA"
6106,14624,NY,40380,"Rochester, NY MSA"
6107,14625,NY,40380,"Rochester, NY MSA"
6108,14626,NY,40380,"Rochester, NY MSA"
6109,14627,NY,40380,"Rochester, NY MSA"
6110,14638,NY,40380,"Rochester, NY MSA"
6111,14639,NY,40380,"Rochester, NY MSA"
6112,14642,NY,40380,"Rochester, NY MSA"
6113,14643,NY,40380,"Rochester, NY MSA"
6114,14644,NY,40380,"Rochester, NY MSA"
6115,14645,NY,40380,"Rochester, NY MSA"
6116,14646,NY,40380,"Rochester, NY MSA"
6117,14647,NY,40380,"Rochester, NY MSA"
6118,14649,NY,40380,"Rochester, NY MSA"
6119,14650,NY,40380,"Rochester, NY MSA"
6120,14651,NY,40380,"Rochester, NY MSA"
6121,14652,NY,40380,"Rochester, NY MSA"
6122,14653,NY,40380,"Rochester, NY MSA"
6123,14660,NY,40380,"Rochester, NY MSA"
6124,14664,NY,40380,"Rochester, NY MSA"
6125,14673,NY,40380,"Rochester, NY MSA"
6126,14683,NY,40380,"Rochester, NY MSA"
6127,14692,NY,40380,"Rochester, NY MSA"
6128,14694,NY,40380,"Rochester, NY MSA"
6129,14701,NY,99031,NY NONMETROPOLITAN AREA
6130,14702,NY,99031,NY NONMETROPOLITAN AREA
6131,14703,NY,99031,NY NONMETROPOLITAN AREA
6132,14704,NY,99031,NY NONMETROPOLITAN AREA
6133,14706,NY,99031,NY NONMETROPOLITAN AREA
6134,14707,NY,99031,NY NONMETROPOLITAN AREA
6135,14708,NY,99031,NY NONMETROPOLITAN AREA
6136,14709,NY,99031,NY NONMETROPOLITAN AREA
6137,14710,NY,99031,NY NONMETROPOLITAN AREA
6138,14711,NY,99031,NY NONMETROPOLITAN AREA
6139,14712,NY,99031,NY NONMETROPOLITAN AREA
6140,14714,NY,99031,NY NONMETROPOLITAN AREA
6141,14715,NY,99031,NY NONMETROPOLITAN AREA
6142,14716,NY,99031,NY NONMETROPOLITAN AREA
6143,14717,NY,99031,NY NONMETROPOLITAN AREA
6144,14718,NY,99031,NY NONMETROPOLITAN AREA
6145,14719,NY,99031,NY NONMETROPOLITAN AREA
6146,14720,NY,99031,NY NONMETROPOLITAN AREA
6147,14721,NY,99031,NY NONMETROPOLITAN AREA
6148,14722,NY,99031,NY NONMETROPOLITAN AREA
6149,14723,NY,99031,NY NONMETROPOLITAN AREA
6150,14724,NY,99031,NY NONMETROPOLITAN AREA
6151,14726,NY,99031,NY NONMETROPOLITAN AREA
6152,14727,NY,99031,NY NONMETROPOLITAN AREA
6153,14728,NY,99031,NY NONMETROPOLITAN AREA
6154,14729,NY,99031,NY NONMETROPOLITAN AREA
6155,14730,NY,99031,NY NONMETROPOLITAN AREA
6156,14731,NY,99031,NY NONMETROPOLITAN AREA
6157,14732,NY,99031,NY NONMETROPOLITAN AREA
6158,14733,NY,99031,NY NONMETROPOLITAN AREA
6159,14735,NY,99031,NY NONMETROPOLITAN AREA
6160,14736,NY,99031,NY NONMETROPOLITAN AREA
6161,14737,NY,99031,NY NONMETROPOLITAN AREA
6162,14738,NY,99031,NY NONMETROPOLITAN AREA
6163,14739,NY,99031,NY NONMETROPOLITAN AREA
6164,14740,NY,99031,NY NONMETROPOLITAN AREA
6165,14741,NY,99031,NY NONMETROPOLITAN AREA
6168,ZIP CODE,STATE,MSA No.,MSA Name
6169,14742,NY,99031,NY NONMETROPOLITAN AREA
6170,14743,NY,99031,NY NONMETROPOLITAN AREA
6171,14744,NY,99031,NY NONMETROPOLITAN AREA
6172,14745,NY,99031,NY NONMETROPOLITAN AREA
6173,14747,NY,99031,NY NONMETROPOLITAN AREA
6174,14748,NY,99031,NY NONMETROPOLITAN AREA
6175,14750,NY,99031,NY NONMETROPOLITAN AREA
6176,14751,NY,99031,NY NONMETROPOLITAN AREA
6177,14752,NY,99031,NY NONMETROPOLITAN AREA
6178,14753,NY,99031,NY NONMETROPOLITAN AREA
6179,14754,NY,99031,NY NONMETROPOLITAN AREA
6180,14755,NY,99031,NY NONMETROPOLITAN AREA
6181,14756,NY,99031,NY NONMETROPOLITAN AREA
6182,14757,NY,99031,NY NONMETROPOLITAN AREA
6183,14758,NY,99031,NY NONMETROPOLITAN AREA
6184,14760,NY,99031,NY NONMETROPOLITAN AREA
6185,14766,NY,99031,NY NONMETROPOLITAN AREA
6186,14767,NY,99031,NY NONMETROPOLITAN AREA
6187,14769,NY,99031,NY NONMETROPOLITAN AREA
6188,14770,NY,99031,NY NONMETROPOLITAN AREA
6189,14772,NY,99031,NY NONMETROPOLITAN AREA
6190,14774,NY,99031,NY NONMETROPOLITAN AREA
6191,14775,NY,99031,NY NONMETROPOLITAN AREA
6192,14777,NY,99031,NY NONMETROPOLITAN AREA
6193,14778,NY,99031,NY NONMETROPOLITAN AREA
6194,14779,NY,99031,NY NONMETROPOLITAN AREA
6195,14781,NY,99031,NY NONMETROPOLITAN AREA
6196,14782,NY,99031,NY NONMETROPOLITAN AREA
6197,14783,NY,99031,NY NONMETROPOLITAN AREA
6198,14784,NY,99031,NY NONMETROPOLITAN AREA
6199,14785,NY,99031,NY NONMETROPOLITAN AREA
6200,14786,NY,99031,NY NONMETROPOLITAN AREA
6201,14787,NY,99031,NY NONMETROPOLITAN AREA
6202,14788,NY,99031,NY NONMETROPOLITAN AREA
6203,14801,NY,99031,NY NONMETROPOLITAN AREA
6204,14802,NY,99031,NY NONMETROPOLITAN AREA
6205,14803,NY,99031,NY NONMETROPOLITAN AREA
6206,14804,NY,99031,NY NONMETROPOLITAN AREA
6207,14805,NY,99031,NY NONMETROPOLITAN AREA
6208,14806,NY,99031,NY NONMETROPOLITAN AREA
6209,14807,NY,99031,NY NONMETROPOLITAN AREA
6210,14808,NY,99031,NY NONMETROPOLITAN AREA
6211,14809,NY,99031,NY NONMETROPOLITAN AREA
6212,14810,NY,99031,NY NONMETROPOLITAN AREA
6213,14812,NY,99031,NY NONMETROPOLITAN AREA
6214,14813,NY,99031,NY NONMETROPOLITAN AREA
6215,14814,NY,21300,"Elmira, NY MSA"
6216,14815,NY,99031,NY NONMETROPOLITAN AREA
6217,14816,NY,21300,"Elmira, NY MSA"
6218,14817,NY,27060,"Ithaca, NY MSA"
6219,14818,NY,99031,NY NONMETROPOLITAN AREA
6220,14819,NY,99031,NY NONMETROPOLITAN AREA
6221,14820,NY,99031,NY NONMETROPOLITAN AREA
6222,14821,NY,99031,NY NONMETROPOLITAN AREA
6223,14822,NY,99031,NY NONMETROPOLITAN AREA
6224,14823,NY,99031,NY NONMETROPOLITAN AREA
6225,14824,NY,99031,NY NONMETROPOLITAN AREA
6226,14825,NY,21300,"Elmira, NY MSA"
6227,14826,NY,99031,NY NONMETROPOLITAN AREA
6228,14827,NY,99031,NY NONMETROPOLITAN AREA
6229,14830,NY,99031,NY NONMETROPOLITAN AREA
6230,14831,NY,99031,NY NONMETROPOLITAN AREA
6231,14836,NY,40380,"Rochester, NY MSA"
6234,ZIP CODE,STATE,MSA No.,MSA Name
6235,14837,NY,99031,NY NONMETROPOLITAN AREA
6236,14838,NY,21300,"Elmira, NY MSA"
6237,14839,NY,99031,NY NONMETROPOLITAN AREA
6238,14840,NY,99031,NY NONMETROPOLITAN AREA
6239,14841,NY,99031,NY NONMETROPOLITAN AREA
6240,14842,NY,99031,NY NONMETROPOLITAN AREA
6241,14843,NY,99031,NY NONMETROPOLITAN AREA
6242,14844,NY,21300,"Elmira, NY MSA"
6243,14845,NY,21300,"Elmira, NY MSA"
6244,14846,NY,40380,"Rochester, NY MSA"
6245,14847,NY,99031,NY NONMETROPOLITAN AREA
6246,14850,NY,27060,"Ithaca, NY MSA"
6247,14851,NY,27060,"Ithaca, NY MSA"
6248,14852,NY,27060,"Ithaca, NY MSA"
6249,14853,NY,27060,"Ithaca, NY MSA"
6250,14854,NY,27060,"Ithaca, NY MSA"
6251,14855,NY,99031,NY NONMETROPOLITAN AREA
6252,14856,NY,99031,NY NONMETROPOLITAN AREA
6253,14857,NY,99031,NY NONMETROPOLITAN AREA
6254,14858,NY,99031,NY NONMETROPOLITAN AREA
6255,14859,NY,13780,"Binghamton, NY MSA"
6256,14860,NY,99031,NY NONMETROPOLITAN AREA
6257,14861,NY,21300,"Elmira, NY MSA"
6258,14863,NY,99031,NY NONMETROPOLITAN AREA
6259,14864,NY,21300,"Elmira, NY MSA"
6260,14865,NY,99031,NY NONMETROPOLITAN AREA
6261,14867,NY,27060,"Ithaca, NY MSA"
6262,14869,NY,99031,NY NONMETROPOLITAN AREA
6263,14870,NY,99031,NY NONMETROPOLITAN AREA
6264,14871,NY,21300,"Elmira, NY MSA"
6265,14872,NY,21300,"Elmira, NY MSA"
6266,14873,NY,99031,NY NONMETROPOLITAN AREA
6267,14874,NY,99031,NY NONMETROPOLITAN AREA
6268,14876,NY,99031,NY NONMETROPOLITAN AREA
6269,14877,NY,99031,NY NONMETROPOLITAN AREA
6270,14878,NY,99031,NY NONMETROPOLITAN AREA
6271,14879,NY,99031,NY NONMETROPOLITAN AREA
6272,14880,NY,99031,NY NONMETROPOLITAN AREA
6273,14881,NY,27060,"Ithaca, NY MSA"
6274,14882,NY,27060,"Ithaca, NY MSA"
6275,14883,NY,13780,"Binghamton, NY MSA"
6276,14884,NY,99031,NY NONMETROPOLITAN AREA
6277,14885,NY,99031,NY NONMETROPOLITAN AREA
6278,14886,NY,27060,"Ithaca, NY MSA"
6279,14887,NY,99031,NY NONMETROPOLITAN AREA
6280,14889,NY,21300,"Elmira, NY MSA"
6281,14891,NY,99031,NY NONMETROPOLITAN AREA
6282,14892,NY,13780,"Binghamton, NY MSA"
6283,14893,NY,99031,NY NONMETROPOLITAN AREA
6284,14894,NY,21300,"Elmira, NY MSA"
6285,14895,NY,99031,NY NONMETROPOLITAN AREA
6286,14897,NY,99031,NY NONMETROPOLITAN AREA
6287,14898,NY,99031,NY NONMETROPOLITAN AREA
6288,14901,NY,21300,"Elmira, NY MSA"
6289,14902,NY,21300,"Elmira, NY MSA"
6290,14903,NY,21300,"Elmira, NY MSA"
6291,14904,NY,21300,"Elmira, NY MSA"
6292,14905,NY,21300,"Elmira, NY MSA"
6293,14925,NY,21300,"Elmira, NY MSA"
6294,15001,PA,38300,"Pittsburgh, PA MSA"
6295,15003,PA,38300,"Pittsburgh, PA MSA"
6296,15004,PA,38300,"Pittsburgh, PA MSA"
6297,15005,PA,38300,"Pittsburgh, PA MSA"
6300,ZIP CODE,STATE,MSA No.,MSA Name
6301,15006,PA,38300,"Pittsburgh, PA MSA"
6302,15007,PA,38300,"Pittsburgh, PA MSA"
6303,15009,PA,38300,"Pittsburgh, PA MSA"
6304,15010,PA,38300,"Pittsburgh, PA MSA"
6305,15012,PA,38300,"Pittsburgh, PA MSA"
6306,15014,PA,38300,"Pittsburgh, PA MSA"
6307,15015,PA,38300,"Pittsburgh, PA MSA"
6308,15017,PA,38300,"Pittsburgh, PA MSA"
6309,15018,PA,38300,"Pittsburgh, PA MSA"
6310,15019,PA,38300,"Pittsburgh, PA MSA"
6311,15020,PA,38300,"Pittsburgh, PA MSA"
6312,15021,PA,38300,"Pittsburgh, PA MSA"
6313,15022,PA,38300,"Pittsburgh, PA MSA"
6314,15024,PA,38300,"Pittsburgh, PA MSA"
6315,15025,PA,38300,"Pittsburgh, PA MSA"
6316,15026,PA,38300,"Pittsburgh, PA MSA"
6317,15027,PA,38300,"Pittsburgh, PA MSA"
6318,15028,PA,38300,"Pittsburgh, PA MSA"
6319,15030,PA,38300,"Pittsburgh, PA MSA"
6320,15031,PA,38300,"Pittsburgh, PA MSA"
6321,15032,PA,38300,"Pittsburgh, PA MSA"
6322,15033,PA,38300,"Pittsburgh, PA MSA"
6323,15034,PA,38300,"Pittsburgh, PA MSA"
6324,15035,PA,38300,"Pittsburgh, PA MSA"
6325,15036,PA,38300,"Pittsburgh, PA MSA"
6326,15037,PA,38300,"Pittsburgh, PA MSA"
6327,15038,PA,38300,"Pittsburgh, PA MSA"
6328,15042,PA,38300,"Pittsburgh, PA MSA"
6329,15043,PA,38300,"Pittsburgh, PA MSA"
6330,15044,PA,38300,"Pittsburgh, PA MSA"
6331,15045,PA,38300,"Pittsburgh, PA MSA"
6332,15046,PA,38300,"Pittsburgh, PA MSA"
6333,15047,PA,38300,"Pittsburgh, PA MSA"
6334,15049,PA,38300,"Pittsburgh, PA MSA"
6335,15050,PA,38300,"Pittsburgh, PA MSA"
6336,15051,PA,38300,"Pittsburgh, PA MSA"
6337,15052,PA,38300,"Pittsburgh, PA MSA"
6338,15053,PA,38300,"Pittsburgh, PA MSA"
6339,15054,PA,38300,"Pittsburgh, PA MSA"
6340,15055,PA,38300,"Pittsburgh, PA MSA"
6341,15056,PA,38300,"Pittsburgh, PA MSA"
6342,15057,PA,38300,"Pittsburgh, PA MSA"
6343,15059,PA,38300,"Pittsburgh, PA MSA"
6344,15060,PA,38300,"Pittsburgh, PA MSA"
6345,15061,PA,38300,"Pittsburgh, PA MSA"
6346,15062,PA,38300,"Pittsburgh, PA MSA"
6347,15063,PA,38300,"Pittsburgh, PA MSA"
6348,15064,PA,38300,"Pittsburgh, PA MSA"
6349,15065,PA,38300,"Pittsburgh, PA MSA"
6350,15066,PA,38300,"Pittsburgh, PA MSA"
6351,15067,PA,38300,"Pittsburgh, PA MSA"
6352,15068,PA,38300,"Pittsburgh, PA MSA"
6353,15069,PA,38300,"Pittsburgh, PA MSA"
6354,15071,PA,38300,"Pittsburgh, PA MSA"
6355,15072,PA,38300,"Pittsburgh, PA MSA"
6356,15074,PA,38300,"Pittsburgh, PA MSA"
6357,15075,PA,38300,"Pittsburgh, PA MSA"
6358,15076,PA,38300,"Pittsburgh, PA MSA"
6359,15077,PA,38300,"Pittsburgh, PA MSA"
6360,15078,PA,38300,"Pittsburgh, PA MSA"
6361,15081,PA,38300,"Pittsburgh, PA MSA"
6362,15082,PA,38300,"Pittsburgh, PA MSA"
6363,15083,PA,38300,"Pittsburgh, PA MSA"
6366,ZIP CODE,STATE,MSA No.,MSA Name
6367,15084,PA,38300,"Pittsburgh, PA MSA"
6368,15085,PA,38300,"Pittsburgh, PA MSA"
6369,15086,PA,38300,"Pittsburgh, PA MSA"
6370,15087,PA,38300,"Pittsburgh, PA MSA"
6371,15088,PA,38300,"Pittsburgh, PA MSA"
6372,15089,PA,38300,"Pittsburgh, PA MSA"
6373,15090,PA,38300,"Pittsburgh, PA MSA"
6374,15091,PA,38300,"Pittsburgh, PA MSA"
6375,15095,PA,38300,"Pittsburgh, PA MSA"
6376,15096,PA,38300,"Pittsburgh, PA MSA"
6377,15101,PA,38300,"Pittsburgh, PA MSA"
6378,15102,PA,38300,"Pittsburgh, PA MSA"
6379,15104,PA,38300,"Pittsburgh, PA MSA"
6380,15106,PA,38300,"Pittsburgh, PA MSA"
6381,15108,PA,38300,"Pittsburgh, PA MSA"
6382,15110,PA,38300,"Pittsburgh, PA MSA"
6383,15112,PA,38300,"Pittsburgh, PA MSA"
6384,15116,PA,38300,"Pittsburgh, PA MSA"
6385,15120,PA,38300,"Pittsburgh, PA MSA"
6386,15122,PA,38300,"Pittsburgh, PA MSA"
6387,15123,PA,38300,"Pittsburgh, PA MSA"
6388,15126,PA,38300,"Pittsburgh, PA MSA"
6389,15127,PA,38300,"Pittsburgh, PA MSA"
6390,15129,PA,38300,"Pittsburgh, PA MSA"
6391,15130,PA,38300,"Pittsburgh, PA MSA"
6392,15131,PA,38300,"Pittsburgh, PA MSA"
6393,15132,PA,38300,"Pittsburgh, PA MSA"
6394,15133,PA,38300,"Pittsburgh, PA MSA"
6395,15134,PA,38300,"Pittsburgh, PA MSA"
6396,15135,PA,38300,"Pittsburgh, PA MSA"
6397,15136,PA,38300,"Pittsburgh, PA MSA"
6398,15137,PA,38300,"Pittsburgh, PA MSA"
6399,15139,PA,38300,"Pittsburgh, PA MSA"
6400,15140,PA,38300,"Pittsburgh, PA MSA"
6401,15142,PA,38300,"Pittsburgh, PA MSA"
6402,15143,PA,38300,"Pittsburgh, PA MSA"
6403,15144,PA,38300,"Pittsburgh, PA MSA"
6404,15145,PA,38300,"Pittsburgh, PA MSA"
6405,15146,PA,38300,"Pittsburgh, PA MSA"
6406,15147,PA,38300,"Pittsburgh, PA MSA"
6407,15148,PA,38300,"Pittsburgh, PA MSA"
6408,15189,PA,38300,"Pittsburgh, PA MSA"
6409,15201,PA,38300,"Pittsburgh, PA MSA"
6410,15202,PA,38300,"Pittsburgh, PA MSA"
6411,15203,PA,38300,"Pittsburgh, PA MSA"
6412,15204,PA,38300,"Pittsburgh, PA MSA"
6413,15205,PA,38300,"Pittsburgh, PA MSA"
6414,15206,PA,38300,"Pittsburgh, PA MSA"
6415,15207,PA,38300,"Pittsburgh, PA MSA"
6416,15208,PA,38300,"Pittsburgh, PA MSA"
6417,15209,PA,38300,"Pittsburgh, PA MSA"
6418,15210,PA,38300,"Pittsburgh, PA MSA"
6419,15211,PA,38300,"Pittsburgh, PA MSA"
6420,15212,PA,38300,"Pittsburgh, PA MSA"
6421,15213,PA,38300,"Pittsburgh, PA MSA"
6422,15214,PA,38300,"Pittsburgh, PA MSA"
6423,15215,PA,38300,"Pittsburgh, PA MSA"
6424,15216,PA,38300,"Pittsburgh, PA MSA"
6425,15217,PA,38300,"Pittsburgh, PA MSA"
6426,15218,PA,38300,"Pittsburgh, PA MSA"
6427,15219,PA,38300,"Pittsburgh, PA MSA"
6428,15220,PA,38300,"Pittsburgh, PA MSA"
6429,15221,PA,38300,"Pittsburgh, PA MSA"
6432,ZIP CODE,STATE,MSA No.,MSA Name
6433,15222,PA,38300,"Pittsburgh, PA MSA"
6434,15223,PA,38300,"Pittsburgh, PA MSA"
6435,15224,PA,38300,"Pittsburgh, PA MSA"
6436,15225,PA,38300,"Pittsburgh, PA MSA"
6437,15226,PA,38300,"Pittsburgh, PA MSA"
6438,15227,PA,38300,"Pittsburgh, PA MSA"
6439,15228,PA,38300,"Pittsburgh, PA MSA"
6440,15229,PA,38300,"Pittsburgh, PA MSA"
6441,15230,PA,38300,"Pittsburgh, PA MSA"
6442,15231,PA,38300,"Pittsburgh, PA MSA"
6443,15232,PA,38300,"Pittsburgh, PA MSA"
6444,15233,PA,38300,"Pittsburgh, PA MSA"
6445,15234,PA,38300,"Pittsburgh, PA MSA"
6446,15235,PA,38300,"Pittsburgh, PA MSA"
6447,15236,PA,38300,"Pittsburgh, PA MSA"
6448,15237,PA,38300,"Pittsburgh, PA MSA"
6449,15238,PA,38300,"Pittsburgh, PA MSA"
6450,15239,PA,38300,"Pittsburgh, PA MSA"
6451,15240,PA,38300,"Pittsburgh, PA MSA"
6452,15241,PA,38300,"Pittsburgh, PA MSA"
6453,15242,PA,38300,"Pittsburgh, PA MSA"
6454,15243,PA,38300,"Pittsburgh, PA MSA"
6455,15244,PA,38300,"Pittsburgh, PA MSA"
6456,15250,PA,38300,"Pittsburgh, PA MSA"
6457,15251,PA,38300,"Pittsburgh, PA MSA"
6458,15252,PA,38300,"Pittsburgh, PA MSA"
6459,15253,PA,38300,"Pittsburgh, PA MSA"
6460,15254,PA,38300,"Pittsburgh, PA MSA"
6461,15255,PA,38300,"Pittsburgh, PA MSA"
6462,15257,PA,38300,"Pittsburgh, PA MSA"
6463,15258,PA,38300,"Pittsburgh, PA MSA"
6464,15259,PA,38300,"Pittsburgh, PA MSA"
6465,15260,PA,38300,"Pittsburgh, PA MSA"
6466,15261,PA,38300,"Pittsburgh, PA MSA"
6467,15262,PA,38300,"Pittsburgh, PA MSA"
6468,15263,PA,38300,"Pittsburgh, PA MSA"
6469,15264,PA,38300,"Pittsburgh, PA MSA"
6470,15265,PA,38300,"Pittsburgh, PA MSA"
