,ZIP,STATE,MSA No.,MSA NAME
24410,52031,IA,99015,IA NONMETROPOLITAN AREA
24411,52032,IA,20220,"Dubuque, IA MSA"
24412,52033,IA,20220,"Dubuque, IA MSA"
24413,52035,IA,99015,IA NONMETROPOLITAN AREA
24414,52036,IA,99015,IA NONMETROPOLITAN AREA
24415,52037,IA,99015,IA NONMETROPOLITAN AREA
24416,52038,IA,99015,IA NONMETROPOLITAN AREA
24417,52039,IA,20220,"Dubuque, IA MSA"
24418,52040,IA,20220,"Dubuque, IA MSA"
24419,52041,IA,99015,IA NONMETROPOLITAN AREA
24420,52042,IA,99015,IA NONMETROPOLITAN AREA
24421,52043,IA,99015,IA NONMETROPOLITAN AREA
24422,52044,IA,99015,IA NONMETROPOLITAN AREA
24423,52045,IA,20220,"Dubuque, IA MSA"
24424,52046,IA,20220,"Dubuque, IA MSA"
24425,52047,IA,99015,IA NONMETROPOLITAN AREA
24426,52048,IA,99015,IA NONMETROPOLITAN AREA
24427,52049,IA,99015,IA NONMETROPOLITAN AREA
24428,52050,IA,99015,IA NONMETROPOLITAN AREA
24429,52052,IA,99015,IA NONMETROPOLITAN AREA
24430,52053,IA,20220,"Dubuque, IA MSA"
24431,52054,IA,99015,IA NONMETROPOLITAN AREA
24432,52055,IA,99015,IA NONMETROPOLITAN AREA
24433,52056,IA,20220,"Dubuque, IA MSA"
24434,52057,IA,99015,IA NONMETROPOLITAN AREA
24435,52060,IA,99015,IA NONMETROPOLITAN AREA
24436,52064,IA,99015,IA NONMETROPOLITAN AREA
24439,ZIP CODE,STATE,MSA No.,MSA Name
24440,52065,IA,20220,"Dubuque, IA MSA"
24441,52066,IA,99015,IA NONMETROPOLITAN AREA
24442,52068,IA,20220,"Dubuque, IA MSA"
24443,52069,IA,99015,IA NONMETROPOLITAN AREA
24444,52070,IA,99015,IA NONMETROPOLITAN AREA
24445,52071,IA,99015,IA NONMETROPOLITAN AREA
24446,52072,IA,99015,IA NONMETROPOLITAN AREA
24447,52073,IA,20220,"Dubuque, IA MSA"
24448,52074,IA,99015,IA NONMETROPOLITAN AREA
24449,52075,IA,99015,IA NONMETROPOLITAN AREA
24450,52076,IA,99015,IA NONMETROPOLITAN AREA
24451,52077,IA,99015,IA NONMETROPOLITAN AREA
24452,52078,IA,20220,"Dubuque, IA MSA"
24453,52079,IA,20220,"Dubuque, IA MSA"
24454,52099,IA,20220,"Dubuque, IA MSA"
24455,52101,IA,99015,IA NONMETROPOLITAN AREA
24456,52131,IA,99015,IA NONMETROPOLITAN AREA
24457,52132,IA,99015,IA NONMETROPOLITAN AREA
24458,52133,IA,99015,IA NONMETROPOLITAN AREA
24459,52134,IA,99015,IA NONMETROPOLITAN AREA
24460,52135,IA,99015,IA NONMETROPOLITAN AREA
24461,52136,IA,99015,IA NONMETROPOLITAN AREA
24462,52140,IA,99015,IA NONMETROPOLITAN AREA
24463,52141,IA,99015,IA NONMETROPOLITAN AREA
24464,52142,IA,99015,IA NONMETROPOLITAN AREA
24465,52144,IA,99015,IA NONMETROPOLITAN AREA
24466,52146,IA,99015,IA NONMETROPOLITAN AREA
24467,52147,IA,99015,IA NONMETROPOLITAN AREA
24468,52149,IA,99015,IA NONMETROPOLITAN AREA
24469,52151,IA,99015,IA NONMETROPOLITAN AREA
24470,52154,IA,99015,IA NONMETROPOLITAN AREA
24471,52155,IA,99015,IA NONMETROPOLITAN AREA
24472,52156,IA,99015,IA NONMETROPOLITAN AREA
24473,52157,IA,99015,IA NONMETROPOLITAN AREA
24474,52158,IA,99015,IA NONMETROPOLITAN AREA
24475,52159,IA,99015,IA NONMETROPOLITAN AREA
24476,52160,IA,99015,IA NONMETROPOLITAN AREA
24477,52161,IA,99015,IA NONMETROPOLITAN AREA
24478,52162,IA,99015,IA NONMETROPOLITAN AREA
24479,52163,IA,99015,IA NONMETROPOLITAN AREA
24480,52164,IA,99015,IA NONMETROPOLITAN AREA
24481,52165,IA,99015,IA NONMETROPOLITAN AREA
24482,52166,IA,99015,IA NONMETROPOLITAN AREA
24483,52168,IA,99015,IA NONMETROPOLITAN AREA
24484,52169,IA,99015,IA NONMETROPOLITAN AREA
24485,52170,IA,99015,IA NONMETROPOLITAN AREA
24486,52171,IA,99015,IA NONMETROPOLITAN AREA
24487,52172,IA,99015,IA NONMETROPOLITAN AREA
24488,52175,IA,99015,IA NONMETROPOLITAN AREA
24489,52201,IA,26980,"Iowa City, IA MSA"
24490,52202,IA,16300,"Cedar Rapids, IA MSA"
24491,52203,IA,99015,IA NONMETROPOLITAN AREA
24492,52204,IA,99015,IA NONMETROPOLITAN AREA
24493,52205,IA,16300,"Cedar Rapids, IA MSA"
24494,52206,IA,16300,"Cedar Rapids, IA MSA"
24495,52207,IA,99015,IA NONMETROPOLITAN AREA
24496,52208,IA,16300,"Cedar Rapids, IA MSA"
24497,52209,IA,16300,"Cedar Rapids, IA MSA"
24498,52210,IA,99015,IA NONMETROPOLITAN AREA
24499,52211,IA,99015,IA NONMETROPOLITAN AREA
24500,52212,IA,16300,"Cedar Rapids, IA MSA"
24501,52213,IA,16300,"Cedar Rapids, IA MSA"
24502,52214,IA,16300,"Cedar Rapids, IA MSA"
24505,ZIP CODE,STATE,MSA No.,MSA Name
24506,52215,IA,99015,IA NONMETROPOLITAN AREA
24507,52216,IA,99015,IA NONMETROPOLITAN AREA
24508,52217,IA,99015,IA NONMETROPOLITAN AREA
24509,52218,IA,16300,"Cedar Rapids, IA MSA"
24510,52219,IA,16300,"Cedar Rapids, IA MSA"
24511,52220,IA,99015,IA NONMETROPOLITAN AREA
24512,52221,IA,99015,IA NONMETROPOLITAN AREA
24513,52222,IA,99015,IA NONMETROPOLITAN AREA
24514,52223,IA,99015,IA NONMETROPOLITAN AREA
24515,52224,IA,99015,IA NONMETROPOLITAN AREA
24516,52225,IA,99015,IA NONMETROPOLITAN AREA
24517,52226,IA,99015,IA NONMETROPOLITAN AREA
24518,52227,IA,16300,"Cedar Rapids, IA MSA"
24519,52228,IA,16300,"Cedar Rapids, IA MSA"
24520,52229,IA,16300,"Cedar Rapids, IA MSA"
24521,52231,IA,99015,IA NONMETROPOLITAN AREA
24522,52232,IA,99015,IA NONMETROPOLITAN AREA
24523,52233,IA,16300,"Cedar Rapids, IA MSA"
24524,52235,IA,26980,"Iowa City, IA MSA"
24525,52236,IA,99015,IA NONMETROPOLITAN AREA
24526,52237,IA,99015,IA NONMETROPOLITAN AREA
24527,52240,IA,26980,"Iowa City, IA MSA"
24528,52241,IA,26980,"Iowa City, IA MSA"
24529,52242,IA,26980,"Iowa City, IA MSA"
24530,52243,IA,26980,"Iowa City, IA MSA"
24531,52244,IA,26980,"Iowa City, IA MSA"
24532,52245,IA,26980,"Iowa City, IA MSA"
24533,52246,IA,26980,"Iowa City, IA MSA"
24534,52247,IA,26980,"Iowa City, IA MSA"
24535,52248,IA,99015,IA NONMETROPOLITAN AREA
24536,52249,IA,16300,"Cedar Rapids, IA MSA"
24537,52251,IA,99015,IA NONMETROPOLITAN AREA
24538,52252,IA,16300,"Cedar Rapids, IA MSA"
24539,52253,IA,16300,"Cedar Rapids, IA MSA"
24540,52254,IA,99015,IA NONMETROPOLITAN AREA
24541,52255,IA,99015,IA NONMETROPOLITAN AREA
24542,52257,IA,16300,"Cedar Rapids, IA MSA"
24543,52301,IA,99015,IA NONMETROPOLITAN AREA
24544,52302,IA,16300,"Cedar Rapids, IA MSA"
24545,52305,IA,16300,"Cedar Rapids, IA MSA"
24546,52306,IA,99015,IA NONMETROPOLITAN AREA
24547,52307,IA,99015,IA NONMETROPOLITAN AREA
24548,52308,IA,99015,IA NONMETROPOLITAN AREA
24549,52309,IA,99015,IA NONMETROPOLITAN AREA
24550,52310,IA,16300,"Cedar Rapids, IA MSA"
24551,52312,IA,16300,"Cedar Rapids, IA MSA"
24552,52313,IA,16300,"Cedar Rapids, IA MSA"
24553,52314,IA,16300,"Cedar Rapids, IA MSA"
24554,52315,IA,16300,"Cedar Rapids, IA MSA"
24555,52316,IA,99015,IA NONMETROPOLITAN AREA
24556,52317,IA,26980,"Iowa City, IA MSA"
24557,52318,IA,16300,"Cedar Rapids, IA MSA"
24558,52319,IA,26980,"Iowa City, IA MSA"
24559,52320,IA,16300,"Cedar Rapids, IA MSA"
24560,52321,IA,16300,"Cedar Rapids, IA MSA"
24561,52322,IA,26980,"Iowa City, IA MSA"
24562,52323,IA,16300,"Cedar Rapids, IA MSA"
24563,52324,IA,16300,"Cedar Rapids, IA MSA"
24564,52325,IA,99015,IA NONMETROPOLITAN AREA
24565,52326,IA,99015,IA NONMETROPOLITAN AREA
24566,52327,IA,26980,"Iowa City, IA MSA"
24567,52328,IA,16300,"Cedar Rapids, IA MSA"
24568,52329,IA,99015,IA NONMETROPOLITAN AREA
24571,ZIP CODE,STATE,MSA No.,MSA Name
24572,52330,IA,99015,IA NONMETROPOLITAN AREA
24573,52332,IA,16300,"Cedar Rapids, IA MSA"
24574,52333,IA,26980,"Iowa City, IA MSA"
24575,52334,IA,99015,IA NONMETROPOLITAN AREA
24576,52335,IA,99015,IA NONMETROPOLITAN AREA
24577,52336,IA,16300,"Cedar Rapids, IA MSA"
24578,52337,IA,99015,IA NONMETROPOLITAN AREA
24579,52338,IA,26980,"Iowa City, IA MSA"
24580,52339,IA,99015,IA NONMETROPOLITAN AREA
24581,52340,IA,26980,"Iowa City, IA MSA"
24582,52341,IA,16300,"Cedar Rapids, IA MSA"
24583,52342,IA,99015,IA NONMETROPOLITAN AREA
24584,52344,IA,16300,"Cedar Rapids, IA MSA"
24585,52345,IA,16300,"Cedar Rapids, IA MSA"
24586,52346,IA,16300,"Cedar Rapids, IA MSA"
24587,52347,IA,99015,IA NONMETROPOLITAN AREA
24588,52348,IA,99015,IA NONMETROPOLITAN AREA
24589,52349,IA,16300,"Cedar Rapids, IA MSA"
24590,52350,IA,16300,"Cedar Rapids, IA MSA"
24591,52351,IA,16300,"Cedar Rapids, IA MSA"
24592,52352,IA,16300,"Cedar Rapids, IA MSA"
24593,52353,IA,26980,"Iowa City, IA MSA"
24594,52354,IA,16300,"Cedar Rapids, IA MSA"
24595,52355,IA,99015,IA NONMETROPOLITAN AREA
24596,52356,IA,26980,"Iowa City, IA MSA"
24597,52358,IA,99015,IA NONMETROPOLITAN AREA
24598,52359,IA,26980,"Iowa City, IA MSA"
24599,52361,IA,99015,IA NONMETROPOLITAN AREA
24600,52362,IA,16300,"Cedar Rapids, IA MSA"
24601,52401,IA,16300,"Cedar Rapids, IA MSA"
24602,52402,IA,16300,"Cedar Rapids, IA MSA"
24603,52403,IA,16300,"Cedar Rapids, IA MSA"
24604,52404,IA,16300,"Cedar Rapids, IA MSA"
24605,52405,IA,16300,"Cedar Rapids, IA MSA"
24606,52406,IA,16300,"Cedar Rapids, IA MSA"
24607,52407,IA,16300,"Cedar Rapids, IA MSA"
24608,52408,IA,16300,"Cedar Rapids, IA MSA"
24609,52409,IA,16300,"Cedar Rapids, IA MSA"
24610,52410,IA,16300,"Cedar Rapids, IA MSA"
24611,52411,IA,16300,"Cedar Rapids, IA MSA"
24612,52497,IA,16300,"Cedar Rapids, IA MSA"
24613,52498,IA,16300,"Cedar Rapids, IA MSA"
24614,52499,IA,16300,"Cedar Rapids, IA MSA"
24615,52501,IA,99015,IA NONMETROPOLITAN AREA
24616,52530,IA,99015,IA NONMETROPOLITAN AREA
24617,52531,IA,99015,IA NONMETROPOLITAN AREA
24618,52533,IA,99015,IA NONMETROPOLITAN AREA
24619,52534,IA,99015,IA NONMETROPOLITAN AREA
24620,52535,IA,99015,IA NONMETROPOLITAN AREA
24621,52536,IA,99015,IA NONMETROPOLITAN AREA
24622,52537,IA,99015,IA NONMETROPOLITAN AREA
24623,52538,IA,99015,IA NONMETROPOLITAN AREA
24624,52540,IA,26980,"Iowa City, IA MSA"
24625,52542,IA,99015,IA NONMETROPOLITAN AREA
24626,52543,IA,99015,IA NONMETROPOLITAN AREA
24627,52544,IA,99015,IA NONMETROPOLITAN AREA
24628,52548,IA,99015,IA NONMETROPOLITAN AREA
24629,52549,IA,99015,IA NONMETROPOLITAN AREA
24630,52550,IA,99015,IA NONMETROPOLITAN AREA
24631,52551,IA,99015,IA NONMETROPOLITAN AREA
24632,52552,IA,99015,IA NONMETROPOLITAN AREA
24633,52553,IA,99015,IA NONMETROPOLITAN AREA
24634,52554,IA,99015,IA NONMETROPOLITAN AREA
24637,ZIP CODE,STATE,MSA No.,MSA Name
24638,52555,IA,99015,IA NONMETROPOLITAN AREA
24639,52556,IA,99015,IA NONMETROPOLITAN AREA
24640,52557,IA,99015,IA NONMETROPOLITAN AREA
24641,52560,IA,99015,IA NONMETROPOLITAN AREA
24642,52561,IA,99015,IA NONMETROPOLITAN AREA
24643,52562,IA,99015,IA NONMETROPOLITAN AREA
24644,52563,IA,99015,IA NONMETROPOLITAN AREA
24645,52565,IA,99015,IA NONMETROPOLITAN AREA
24646,52566,IA,99015,IA NONMETROPOLITAN AREA
24647,52567,IA,99015,IA NONMETROPOLITAN AREA
24648,52568,IA,99015,IA NONMETROPOLITAN AREA
24649,52569,IA,99015,IA NONMETROPOLITAN AREA
24650,52570,IA,99015,IA NONMETROPOLITAN AREA
24651,52571,IA,99015,IA NONMETROPOLITAN AREA
24652,52572,IA,99015,IA NONMETROPOLITAN AREA
24653,52573,IA,99015,IA NONMETROPOLITAN AREA
24654,52574,IA,99015,IA NONMETROPOLITAN AREA
24655,52576,IA,99015,IA NONMETROPOLITAN AREA
24656,52577,IA,99015,IA NONMETROPOLITAN AREA
24657,52580,IA,99015,IA NONMETROPOLITAN AREA
24658,52581,IA,99015,IA NONMETROPOLITAN AREA
24659,52583,IA,99015,IA NONMETROPOLITAN AREA
24660,52584,IA,99015,IA NONMETROPOLITAN AREA
24661,52585,IA,99015,IA NONMETROPOLITAN AREA
24662,52586,IA,99015,IA NONMETROPOLITAN AREA
24663,52588,IA,99015,IA NONMETROPOLITAN AREA
24664,52590,IA,99015,IA NONMETROPOLITAN AREA
24665,52591,IA,99015,IA NONMETROPOLITAN AREA
24666,52593,IA,99015,IA NONMETROPOLITAN AREA
24667,52594,IA,99015,IA NONMETROPOLITAN AREA
24668,52595,IA,99015,IA NONMETROPOLITAN AREA
24669,52601,IA,99015,IA NONMETROPOLITAN AREA
24670,52619,IA,99015,IA NONMETROPOLITAN AREA
24671,52620,IA,99015,IA NONMETROPOLITAN AREA
24672,52621,IA,26980,"Iowa City, IA MSA"
24673,52623,IA,99015,IA NONMETROPOLITAN AREA
24674,52624,IA,99015,IA NONMETROPOLITAN AREA
24675,52625,IA,99015,IA NONMETROPOLITAN AREA
24676,52626,IA,99015,IA NONMETROPOLITAN AREA
24677,52627,IA,99015,IA NONMETROPOLITAN AREA
24678,52630,IA,99015,IA NONMETROPOLITAN AREA
24679,52631,IA,99015,IA NONMETROPOLITAN AREA
24680,52632,IA,99015,IA NONMETROPOLITAN AREA
24681,52635,IA,99015,IA NONMETROPOLITAN AREA
24682,52637,IA,99015,IA NONMETROPOLITAN AREA
24683,52638,IA,99015,IA NONMETROPOLITAN AREA
24684,52639,IA,99015,IA NONMETROPOLITAN AREA
24685,52640,IA,99015,IA NONMETROPOLITAN AREA
24686,52641,IA,99015,IA NONMETROPOLITAN AREA
24687,52642,IA,99015,IA NONMETROPOLITAN AREA
24688,52644,IA,99015,IA NONMETROPOLITAN AREA
24689,52645,IA,99015,IA NONMETROPOLITAN AREA
24690,52646,IA,99015,IA NONMETROPOLITAN AREA
24691,52647,IA,99015,IA NONMETROPOLITAN AREA
24692,52648,IA,99015,IA NONMETROPOLITAN AREA
24693,52649,IA,99015,IA NONMETROPOLITAN AREA
24694,52650,IA,99015,IA NONMETROPOLITAN AREA
24695,52651,IA,99015,IA NONMETROPOLITAN AREA
24696,52652,IA,99015,IA NONMETROPOLITAN AREA
24697,52653,IA,99015,IA NONMETROPOLITAN AREA
24698,52654,IA,99015,IA NONMETROPOLITAN AREA
24699,52655,IA,99015,IA NONMETROPOLITAN AREA
24700,52656,IA,99015,IA NONMETROPOLITAN AREA
24703,ZIP CODE,STATE,MSA No.,MSA Name
24704,52657,IA,99015,IA NONMETROPOLITAN AREA
24705,52658,IA,99015,IA NONMETROPOLITAN AREA
24706,52659,IA,99015,IA NONMETROPOLITAN AREA
24707,52660,IA,99015,IA NONMETROPOLITAN AREA
24708,52701,IA,99015,IA NONMETROPOLITAN AREA
24709,52720,IA,99015,IA NONMETROPOLITAN AREA
24710,52721,IA,99015,IA NONMETROPOLITAN AREA
24711,52722,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24712,52726,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24713,52727,IA,99015,IA NONMETROPOLITAN AREA
24714,52728,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24715,52729,IA,99015,IA NONMETROPOLITAN AREA
24716,52730,IA,99015,IA NONMETROPOLITAN AREA
24717,52731,IA,99015,IA NONMETROPOLITAN AREA
24718,52732,IA,99015,IA NONMETROPOLITAN AREA
24719,52733,IA,99015,IA NONMETROPOLITAN AREA
24720,52734,IA,99015,IA NONMETROPOLITAN AREA
24721,52736,IA,99015,IA NONMETROPOLITAN AREA
24722,52737,IA,99015,IA NONMETROPOLITAN AREA
24723,52738,IA,99015,IA NONMETROPOLITAN AREA
24724,52739,IA,99015,IA NONMETROPOLITAN AREA
24725,52742,IA,99015,IA NONMETROPOLITAN AREA
24726,52745,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24727,52746,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24728,52747,IA,99015,IA NONMETROPOLITAN AREA
24729,52748,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24730,52749,IA,99015,IA NONMETROPOLITAN AREA
24731,52750,IA,99015,IA NONMETROPOLITAN AREA
24732,52751,IA,99015,IA NONMETROPOLITAN AREA
24733,52752,IA,99015,IA NONMETROPOLITAN AREA
24734,52753,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24735,52754,IA,99015,IA NONMETROPOLITAN AREA
24736,52755,IA,26980,"Iowa City, IA MSA"
24737,52756,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24738,52757,IA,99015,IA NONMETROPOLITAN AREA
24739,52758,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24740,52759,IA,99015,IA NONMETROPOLITAN AREA
24741,52760,IA,99015,IA NONMETROPOLITAN AREA
24742,52761,IA,99015,IA NONMETROPOLITAN AREA
24743,52765,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24744,52766,IA,99015,IA NONMETROPOLITAN AREA
24745,52767,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24746,52768,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24747,52769,IA,99015,IA NONMETROPOLITAN AREA
24748,52771,IA,99015,IA NONMETROPOLITAN AREA
24749,52772,IA,99015,IA NONMETROPOLITAN AREA
24750,52773,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24751,52774,IA,99015,IA NONMETROPOLITAN AREA
24752,52776,IA,99015,IA NONMETROPOLITAN AREA
24753,52777,IA,99015,IA NONMETROPOLITAN AREA
24754,52778,IA,99015,IA NONMETROPOLITAN AREA
24755,52801,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24756,52802,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24757,52803,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24758,52804,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24759,52805,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24760,52806,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24761,52807,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24762,52808,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24763,52809,IA,19340,"Davenport-Moline-Rock Island, IA-IL MSA"
24764,53001,WI,43100,"Sheboygan, WI MSA"
24765,53002,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24766,53003,WI,99047,WI NONMETROPOLITAN AREA
24769,ZIP CODE,STATE,MSA No.,MSA Name
24770,53004,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24771,53005,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24772,53006,WI,99047,WI NONMETROPOLITAN AREA
24773,53007,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24774,53008,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24775,53010,WI,22540,"Fond du Lac, WI MSA"
24776,53011,WI,43100,"Sheboygan, WI MSA"
24777,53012,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24778,53013,WI,43100,"Sheboygan, WI MSA"
24779,53014,WI,11540,"Appleton, WI MSA"
24780,53015,WI,99047,WI NONMETROPOLITAN AREA
24781,53016,WI,99047,WI NONMETROPOLITAN AREA
24782,53017,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24783,53018,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24784,53019,WI,22540,"Fond du Lac, WI MSA"
24785,53020,WI,43100,"Sheboygan, WI MSA"
24786,53021,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24787,53022,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24788,53023,WI,43100,"Sheboygan, WI MSA"
24789,53024,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24790,53026,WI,43100,"Sheboygan, WI MSA"
24791,53027,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24792,53029,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24793,53031,WI,43100,"Sheboygan, WI MSA"
24794,53032,WI,99047,WI NONMETROPOLITAN AREA
24795,53033,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24796,53034,WI,99047,WI NONMETROPOLITAN AREA
24797,53035,WI,99047,WI NONMETROPOLITAN AREA
24798,53036,WI,99047,WI NONMETROPOLITAN AREA
24799,53037,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24800,53038,WI,99047,WI NONMETROPOLITAN AREA
24801,53039,WI,99047,WI NONMETROPOLITAN AREA
24802,53040,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24803,53042,WI,99047,WI NONMETROPOLITAN AREA
24804,53044,WI,43100,"Sheboygan, WI MSA"
24805,53045,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24806,53046,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24807,53047,WI,99047,WI NONMETROPOLITAN AREA
24808,53048,WI,99047,WI NONMETROPOLITAN AREA
24809,53049,WI,22540,"Fond du Lac, WI MSA"
24810,53050,WI,99047,WI NONMETROPOLITAN AREA
24811,53051,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24812,53052,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24813,53056,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24814,53057,WI,22540,"Fond du Lac, WI MSA"
24815,53058,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24816,53059,WI,99047,WI NONMETROPOLITAN AREA
24817,53060,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24818,53061,WI,11540,"Appleton, WI MSA"
24819,53062,WI,11540,"Appleton, WI MSA"
24820,53063,WI,99047,WI NONMETROPOLITAN AREA
24821,53064,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24822,53065,WI,22540,"Fond du Lac, WI MSA"
24823,53066,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24824,53069,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24825,53070,WI,43100,"Sheboygan, WI MSA"
24826,53072,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24827,53073,WI,43100,"Sheboygan, WI MSA"
24828,53074,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24829,53075,WI,43100,"Sheboygan, WI MSA"
24830,53076,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24831,53078,WI,99047,WI NONMETROPOLITAN AREA
24832,53079,WI,22540,"Fond du Lac, WI MSA"
24835,ZIP CODE,STATE,MSA No.,MSA Name
24836,53080,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24837,53081,WI,43100,"Sheboygan, WI MSA"
24838,53082,WI,43100,"Sheboygan, WI MSA"
24839,53083,WI,43100,"Sheboygan, WI MSA"
24840,53085,WI,43100,"Sheboygan, WI MSA"
24841,53086,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24842,53088,WI,11540,"Appleton, WI MSA"
24843,53089,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24844,53090,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24845,53091,WI,99047,WI NONMETROPOLITAN AREA
24846,53092,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24847,53093,WI,43100,"Sheboygan, WI MSA"
24848,53094,WI,99047,WI NONMETROPOLITAN AREA
24849,53095,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24850,53097,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24851,53098,WI,99047,WI NONMETROPOLITAN AREA
24852,53099,WI,99047,WI NONMETROPOLITAN AREA
24853,53101,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24854,53102,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24855,53103,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24856,53104,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24857,53105,WI,39540,"Racine, WI MSA"
24858,53108,WI,39540,"Racine, WI MSA"
24859,53109,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24860,53110,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24861,53114,WI,99047,WI NONMETROPOLITAN AREA
24862,53115,WI,99047,WI NONMETROPOLITAN AREA
24863,53118,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24864,53119,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24865,53120,WI,99047,WI NONMETROPOLITAN AREA
24866,53121,WI,99047,WI NONMETROPOLITAN AREA
24867,53122,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24868,53125,WI,99047,WI NONMETROPOLITAN AREA
24869,53126,WI,39540,"Racine, WI MSA"
24870,53127,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24871,53128,WI,99047,WI NONMETROPOLITAN AREA
24872,53129,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24873,53130,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24874,53132,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24875,53137,WI,99047,WI NONMETROPOLITAN AREA
24876,53138,WI,99047,WI NONMETROPOLITAN AREA
24877,53139,WI,39540,"Racine, WI MSA"
24878,53140,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24879,53141,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24880,53142,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24881,53143,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24882,53144,WI,16980,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
24883,53146,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
24884,53147,WI,99047,WI NONMETROPOLITAN AREA
24885,53148,WI,99047,WI NONMETROPOLITAN AREA
24886,53149,WI,33340,"Milwaukee-Waukesha-West Allis, WI MSA"
